item_id,name,category,price,short_description,designer,depth,height,width
90417909,KUDDARNA,Outdoor furniture,49,Chair cushion:  outdoor: 50x50 cm,IKEA of Sweden,50,No Record,50
90417914,KUDDARNA,Outdoor furniture,49,Chair cushion:  outdoor: 50x50 cm,IKEA of Sweden,50,No Record,50
80372464,BEKANT,Tables & desks,49,Leg,Eva Lilja Löwenhielm,No Record,12,No Record
90446619,HÖGSMA,Trolleys,49,Chopping board: 42x31 cm,IKEA of Sweden,No Record,No Record,30
80331973,VUKU,Wardrobes,49,Wardrobe: 74x51x149 cm,J Karlsson/W Chong,51,149,74
45932080,SULTAN,Beds,50,Supporting leg,IKEA of Sweden,No Record,No Record,No Record
80309613,BRATTVÅG,Beds,50,Leg: 10 cm,Ola Wihlborg,No Record,No Record,No Record
20323358,BILLY,Bookcases & shelving units,50,Extra shelf: 76x26 cm,IKEA of Sweden,26,No Record,76
20278167,KALLAX,Bookcases & shelving units,50,Insert with door: 33x33 cm,Tord Björklund,37,33,33
50342478,HACKÅS,Bookcases & shelving units,50,Handle: 300 mm,J Löfgren/J Pettersson,18,No Record,24
60294797,HANVIKEN,Bookcases & shelving units,50,Drawer front: 60x26 cm,Marcus Arvonen,No Record,26,60
20338411,BAGGANÄS,Bookcases & shelving units,50,Handle: 335 mm,H Preutz/A Fredriksson,31,No Record,9
10363632,HÄLLAN,Cabinets & cupboards,50,Pair of legs: 29 cm,Jon Karlsson,2,29,45
40291851,HANVIKEN,Cabinets & cupboards,50,Drawer front: 60x26 cm,Marcus Arvonen,No Record,26,60
50463502,SAKARIAS,Chairs,50,Stool cover,IKEA of Sweden,No Record,No Record,No Record
40336595,HENRIKSDAL,Chairs,50,Chair cover,IKEA of Sweden,No Record,No Record,No Record
30346986,LANGUR,Chairs,50,Padded seat cover for highchair,Chenyi Ke,21,40,22
70410089,VIMLE,Sofas & armchairs,50,Cover for headrest,Ehlén Johansson,No Record,No Record,No Record
30264301,OLOV,Tables & desks,50,Leg:  adjustable,IKEA of Sweden,No Record,No Record,No Record
450088,LACK,TV & media furniture,50,TV bench: 90x26x45 cm,IKEA of Sweden,26,45,90
60338414,BAGGANÄS,TV & media furniture,50,Handle: 335 mm,H Preutz/A Fredriksson,31,No Record,9
69285939,HYLLIS,Bookcases & shelving units,51,Shelving unit with cover: 60x27x74 cm,IKEA of Sweden,27,74,60
70353734,LINNMON,Tables & desks,51,Table top: 120x60 cm,IKEA of Sweden,No Record,No Record,60
90338403,LÖVA,Beds,55,Bed canopy,A Huldén/S Dahlman,No Record,No Record,90
10429992,JONAXEL,Bookcases & shelving units,55,Frame: 25x51x70 cm,IKEA of Sweden,51,70,25
10334319,BILLSBRO,Bookcases & shelving units,55,Handle: 720 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
70330813,LANGUR,Chairs,55,Highchair tray,J Fritzdorf/J Feldman/J Hedberg,42,No Record,44
80308699,TROFAST,Children's furniture,55,Shelf: 30 cm,Studio Copenhagen,No Record,No Record,30
90095428,TÄRNÖ,Outdoor furniture,55,Chair:  outdoor,IKEA of Sweden,40,79,39
50291676,LAPPVIKEN,TV & media furniture,55,Door: 60x64 cm,IKEA of Sweden,No Record,64,60
60344453,VILTO,Chairs,57,Step stool,Maja Ganszyniec,32,25,40
278578,HYLLIS,Bookcases & shelving units,59,Shelving unit: 60x27x140 cm,IKEA of Sweden,27,140,60
60178887,BEKVÄM,Chairs,59,Step stool: 50 cm,Nike Karlsson,39,50,43
40365371,MAMMUT,Children's furniture,59,Children's chair,M Kjelstrup/A Östgaard,36,67,39
80382321,MAMMUT,Children's furniture,59,Children's chair,M Kjelstrup/A Östgaard,36,67,39
60365346,MAMMUT,Children's furniture,59,Children's chair,M Kjelstrup/A Östgaard,36,67,39
40365366,MAMMUT,Children's furniture,59,Children's chair,M Kjelstrup/A Östgaard,36,67,39
30199283,ÖNSKLIG,Nursery furniture,59,Stor baskets changing tbl set of 4,Monika Mulder,23,26,27
10255307,FEJAN,Outdoor furniture,59,Chair:  outdoor,K Hagberg/M Hagberg,42,89,44
59253439,FRÖSÖN/DUVHOLMEN,Outdoor furniture,59,Chair cushion:  outdoor: 44x44 cm,Eva Lilja Löwenhielm/IKEA of Sweden,44,No Record,44
50411990,GLADOM,Tables & desks,59,Tray table: 45x53 cm,Chenyi Ke,No Record,53,No Record
251135,LINNMON,Tables & desks,59,Table top: 100x60 cm,IKEA of Sweden,No Record,No Record,60
296351,SELSVIKEN,Bookcases & shelving units,60,Drawer front: 60x26 cm,IKEA of Sweden,No Record,26,60
60441581,NOTVIKEN,Bookcases & shelving units,60,Drawer front: 60x26 cm,"604.415.81 Drawers make it easy to keep your things organised.To be completed with BESTÅ drawer frame 60X15X40 cm and BESTÅ drawer runner, sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.",No Record,26,60
40351246,BESTÅ,Bookcases & shelving units,60,Drawer frame: 60x15x40 cm,IKEA of Sweden,40,15,60
60441562,TIMMERVIKEN,Bookcases & shelving units,60,Drawer front: 60x26 cm,"604.415.62 Drawers make it easy to keep your things organised.To be completed with BESTÅ drawer frame 60X15X40 cm and BESTÅ drawer runner, sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.",No Record,26,60
50443627,NOTVIKEN,Cabinets & cupboards,60,Drawer front: 60x26 cm,"504.436.27 Drawers make it easy to keep your things organised.To be completed with BESTÅ drawer frame 60X15X40 cm and BESTÅ drawer runner, sold separately.May be completed with knobs or handles. Sold separately.Drill template for marking of hole positions for handles or knobs is sold separately.",No Record,26,60
10351511,BESTÅ,Cabinets & cupboards,60,Drawer frame: 60x15x40 cm,IKEA of Sweden,40,15,60
70444348,SELSVIKEN,Cabinets & cupboards,60,Drawer front: 60x26 cm,IKEA of Sweden,No Record,26,60
60416925,KYRRE,Chairs,60,Stool,C Styrbjörn/M Axelsson,48,45,42
10382876,KUNGSHAMN,Sofas & armchairs,60,Cover for 1-seat module,Mikael Axelsson,No Record,No Record,No Record
40396278,GRÖNLID,Sofas & armchairs,60,Cover for armrest,Francis Cayouette,No Record,No Record,No Record
60418043,VALLENTUNA,Sofas & armchairs,60,Cover for armrest,IKEA of Sweden,No Record,No Record,No Record
40291629,SELSVIKEN,TV & media furniture,60,Drawer front: 60x26 cm,IKEA of Sweden,No Record,26,60
70351513,BESTÅ,TV & media furniture,60,Drawer frame: 60x15x40 cm,IKEA of Sweden,40,15,60
80373703,EKET,Bookcases & shelving units,65,Cabinet: 35x25x35 cm,Jon Karlsson,25,35,35
70394471,BOTTNA,Bookcases & shelving units,65,Display shelf: 76x32 cm,K Hagberg/M Hagberg,No Record,32,76
40391718,FRÖSÖN,Outdoor furniture,65,Cover for seat cushion: 62x62 cm,Eva Lilja Löwenhielm,62,No Record,62
80155205,STIG,Bar furniture,69,Bar stool with backrest: 74 cm,Henrik Preutz,50,100,60
10323599,BILLSBRO,Bookcases & shelving units,69,Handle: 2220 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
20292776,MOLTE,Chairs,69,Desk chair,Lycke von Schantz,42,No Record,40
40240989,DAGOTTO,Chairs,69,Foot-rest,"402.409.89 This foot-rest helps you sit in a good working position at your desk and reduces strain on your legs, back and neck.It’s easy to tilt and adjust the platform to a comfortable angle just by applying pressure with your foot.Your feet stay in place when the platform is tilted because it has a non-slip textured surface.Rubber feet underneath keep the foot-rest firmly in place on the floor and protect sensitive surfaces.",No Record,15,38
90287413,BUNSÖ,Children's furniture,69,Children's easy chair:  outdoor,Thomas Sandell,63,49,51
50255536,RÖDEBY,Sofas & armchairs,69,Armrest tray,502.555.36 Easy to fold up and easy to move.Fits on flat sofa armrest width from 10 cm to 30 cm.,37,No Record,65
70403512,BYLLAN,Tables & desks,69,Laptop support,IKEA of Sweden,38,8,51
80322860,SVALNÄS,Bookcases & shelving units,70,Shelf: 61x15 cm,Jon Karlsson,15,No Record,61
40419958,JONAXEL,Bookcases & shelving units,70,Frame: 50x51x70 cm,IKEA of Sweden,51,70,50
40348895,ÖSTERNÄS,Bookcases & shelving units,70,Leather handle: 153 mm,H Preutz/A Fredriksson,No Record,No Record,25
70336674,HENRIKSDAL,Chairs,70,Chair cover,IKEA of Sweden,No Record,No Record,No Record
80187683,HENRIKSDAL,Chairs,70,Chair cover,IKEA of Sweden,No Record,No Record,No Record
40301633,HENRIKSDAL,Chairs,70,Chair cover,IKEA of Sweden,No Record,No Record,No Record
10141170,HENRIKSDAL,Chairs,70,Chair cover:  long,IKEA of Sweden,No Record,No Record,No Record
430019,HEMNES,Chests of drawers & drawer units,70,Glass top: 54x38 cm,IKEA of Sweden,No Record,No Record,38
79291360,FRÖSÖN/DUVHOLMEN,Outdoor furniture,70,Chair cushion:  outdoor: 50x50 cm,Eva Lilja Löwenhielm/IKEA of Sweden,50,No Record,50
40394321,POÄNG,Sofas & armchairs,70,Footstool cushion,IKEA of Sweden,No Record,No Record,No Record
50456417,SLÄKT,Beds,75,Headboard,Ebba Strandmark,No Record,40,90
30419973,JONAXEL,Bookcases & shelving units,75,Shelving unit: 25x51x70 cm,IKEA of Sweden,51,70,25
70286645,KALLAX,Bookcases & shelving units,75,Insert with 2 drawers: 33x33 cm,Tord Björklund,37,33,33
20423720,KALLAX,Bookcases & shelving units,75,Insert with 1 shelf: 33x33 cm,204.237.20 Easy to assemble.The insert looks nice in a room divider as the back has also been finished.You can use the inserts to customise KALLAX shelving unit so that it suits your storage needs.Dimensioned for KALLAX shelving unit.To be completed with KALLAX shelving unit.,No Record,33,33
10334611,EKET,Bookcases & shelving units,75,Underframe: 70x35x10 cm,Jon Karlsson,34,10,69
351248,BESTÅ,Bookcases & shelving units,75,Drawer frame: 60x25x40 cm,IKEA of Sweden,40,25,60
90349005,EKET,Bookcases & shelving units,75,Underframe: 70x25x10 cm,Jon Karlsson,24,10,69
80385348,IVAR,Bookcases & shelving units,75,Drawer: 39x30x14 cm,Sarah Fager,30,14,39
70428904,EKET,Bookcases & shelving units,75,Leg: 10 cm,"704.289.04 Metal legs raise your EKET combination from the floor, giving a light airy look and making it easy to clean the floor underneath.Adjustable feet; stands steady also on an uneven floor.",No Record,10,No Record
294795,HANVIKEN,Bookcases & shelving units,75,Door/drawer front: 60x38 cm,Marcus Arvonen,No Record,38,60
60414257,VASSVIKEN,Bookcases & shelving units,75,Drawer front: 60x26 cm,IKEA of Sweden,No Record,26,60
80450353,IVAR,Bookcases & shelving units,75,Drawer: 39x30x14 cm,IKEA of Sweden,30,14,39
20351515,BESTÅ,Cabinets & cupboards,75,Drawer frame: 60x25x40 cm,IKEA of Sweden,40,25,60
60409821,TOSTERÖ,Outdoor furniture,75,Storage bag for cushions: 62x62 cm,IKEA of Sweden,No Record,25,62
40411108,KUDDARNA,Outdoor furniture,75,Seat cushion:  outdoor: 62x62 cm,IKEA of Sweden,62,No Record,62
80267137,VÄDDÖ,Outdoor furniture,75,Chair:  outdoor,Henrik Preutz,46,79,40
80264493,HÅLLÖ,Outdoor furniture,75,Back cushion:  outdoor: 62x42 cm,IKEA of Sweden,42,No Record,62
30391714,FRÖSÖN,Outdoor furniture,75,Cover for seat/back cushion: 116x45 cm,Eva Lilja Löwenhielm,No Record,No Record,45
20391856,DUVHOLMEN,Outdoor furniture,75,Inner cushion for seat/back cushion: 71x45/42x45 cm,IKEA of Sweden,No Record,No Record,No Record
40264485,HÅLLÖ,Outdoor furniture,75,Chair cushion:  outdoor: 50x50 cm,IKEA of Sweden,50,No Record,50
40394830,DELAKTIG,Sofas & armchairs,75,Cover for armrest with cushion,Tom Dixon,No Record,No Record,No Record
30394840,DELAKTIG,Sofas & armchairs,75,Cover for backrest/cushion,Tom Dixon,No Record,No Record,No Record
10118971,ODDVALD,Tables & desks,75,Trestle: 70x70 cm,IKEA of Sweden,70,70,42
40237840,LALLE,Tables & desks,75,Leg: 70 cm,Tina Christensen,No Record,70,No Record
30250257,KRILLE,Tables & desks,75,Leg with castor: 70 cm,Francis Cayouette,No Record,70,No Record
20334309,BILLSBRO,TV & media furniture,75,Handle: 2220 mm,H Preutz/A Fredriksson,No Record,No Record,No Record
291848,HANVIKEN,TV & media furniture,75,Door/drawer front: 60x38 cm,Marcus Arvonen,No Record,38,60
50373709,EKET,Bookcases & shelving units,79,Cabinet: 35x35x35 cm,Jon Karlsson,35,35,35
80222441,TERJE,Chairs,79,Folding chair,Lars Norinder,51,77,44
80342052,CIRKUSTÄLT,Children's furniture,79,Children's tent,IKEA of Sweden,No Record,120,No Record
324561,TOSTERÖ,Outdoor furniture,79,Parasol cover: 220 cm,IKEA of Sweden,No Record,No Record,No Record
90342688,JOKKMOKK,Chairs,79.2,Chair,Carina Bengs,47,90,41
39285827,EKET,Bookcases & shelving units,80,Wall-mounted shelving unit: 35x25x35 cm,IKEA of Sweden/Jon Karlsson,25,35,35
40322862,SVALNÄS,Bookcases & shelving units,80,Shelf: 81x15 cm,Jon Karlsson,15,No Record,81
323359,BILLY,Bookcases & shelving units,80,Height extension unit: 40x28x35 cm,IKEA of Sweden,28,35,40
10388661,HAVSTA,Bookcases & shelving units,80,Plinth: 81x37x12 cm,IKEA of Sweden,37,12,81
50275619,OXBERG,Bookcases & shelving units,80,Glass door: 40x35 cm,502.756.19 Adjustable hinges allow you to adjust the door horizontally and vertically.Glass doors keep your favourite items free from dust but still visible.Hinges included.Knobs included.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack and/or break. Avoid collisions from the side - this is where the glass is most vulnerable.Can be used on the corner unit only if the shelf next to it has no doors.,No Record,35,40
50391850,DUVHOLMEN,Outdoor furniture,80,Inner cushion for seat cushion: 62x62 cm,IKEA of Sweden,62,No Record,62
20303751,NORSBORG,Sofas & armchairs,80,Leg,Ehlén Johansson,No Record,18,No Record
60382628,NORSBORG,Sofas & armchairs,80,Leg: 18 cm,603.826.28 These legs in nickel-plated steel give NORSBORG sofa a modern and stylish look.,No Record,18,No Record
80418018,VALLENTUNA,Sofas & armchairs,80,Cover for backrest: 80x80 cm,IKEA of Sweden,No Record,80,80
19216694,SKÅDIS,Tables & desks,80,Pegboard combination: 36x56 cm,Eva Lilja Löwenhielm,12,56,36
70342533,FLOTTEBO,Tables & desks,80,Side table: 32x27 cm,C Halskov/H Dalsgaard,No Record,64,27
99286254,EKET,Tables & desks,80,Wall-mounted shelving unit: 35x25x35 cm,Jon Karlsson/IKEA of Sweden,25,35,35
60261626,GERTON,Tables & desks,80,Leg:  adjustable,IKEA of Sweden,No Record,No Record,No Record
99291745,HYLLIS,Bookcases & shelving units,84,Shelving unit with cover: 60x27x140 cm,IKEA of Sweden,27,140,60
60351900,RÅSKOG,Chairs,84,Stool,Nike Karlsson,44,45,44
80308393,RÅSKOG,Chairs,84,Stool,Nike Karlsson,44,45,44
80332468,SUFFLETT,Beds,85,Bed tent: 70/80/90,IKEA of Sweden,No Record,80,No Record
80332473,SUFFLETT,Beds,85,Bed tent: 70/80/90,IKEA of Sweden,No Record,80,No Record
40178591,LAIVA,Bookcases & shelving units,85,Bookcase: 62x165 cm,Jon Karlsson,24,165,62
40452617,BROR,Bookcases & shelving units,85,Shelf: 84x39 cm,IKEA of Sweden,39,No Record,84
211088,STEFAN,Chairs,85,Chair,IKEA of Sweden,49,90,42
89041709,ANTILOP,Chairs,85,Highchair with safety belt,IKEA of Sweden,59,90,56
433895,LINDVED,Tables & desks,85,Side table: 50x68 cm,Ehlén Johansson,No Record,68,No Record
40344449,VILTO,Tables & desks,87,Storage stool: 45 cm,Maja Ganszyniec,30,45,48
69253108,FRÖSÖN/DUVHOLMEN,Outdoor furniture,88,Back cushion:  outdoor: 62x44 cm,Eva Lilja Löwenhielm/IKEA of Sweden,No Record,No Record,62
50328665,LIXHULT,Cabinets & cupboards,89,Cabinet: 25x25 cm,Jon Karlsson,25,25,25
40273593,FLISAT,Chairs,89,Children's stool: 24x24x28 cm,S Fager/J Karlsson,24,No Record,24
80371520,TROGEN,Chairs,89,Children's step stool: 40x38x33 cm,J Asshoff/H Brogård,38,33,40
60322130,KULLEN,Chests of drawers & drawer units,89,Chest of 2 drawers: 35x49 cm,IKEA of Sweden,40,49,35
10192013,BUSA,Children's furniture,89,Play tunnel,Maria Vinka,No Record,No Record,No Record
20400243,LEN,Nursery furniture,89,Nursing pillow: 60x50x18 cm,IKEA of Sweden,No Record,18,50
70095429,TÄRNÖ,Outdoor furniture,89,Table:  outdoor: 55x54 cm,IKEA of Sweden,No Record,70,54
90449905,LACK,Tables & desks,89,Coffee table: 90x55 cm,IKEA of Sweden,No Record,45,55
322859,SVALNÄS,Bookcases & shelving units,90,Shelf: 61x25 cm,Jon Karlsson,25,No Record,61
10452614,BROR,Bookcases & shelving units,90,Post: 190 cm,IKEA of Sweden,4,190,No Record
333278,BROR,Bookcases & shelving units,90,Post: 110 cm,IKEA of Sweden,4,110,No Record
30452613,BROR,Bookcases & shelving units,90,Post: 110 cm,IKEA of Sweden,4,110,No Record
20382786,KUNGSHAMN,Sofas & armchairs,90,Cover for corner module,Mikael Axelsson,No Record,No Record,No Record
49285817,EKET,Bookcases & shelving units,94,Wall-mounted shelving unit: 35x35x35 cm,Jon Karlsson/IKEA of Sweden,35,35,35
30099293,VIKARE,Beds,95,Guard rail,IKEA of Sweden,No Record,7,No Record
70261131,GERSBY,Bookcases & shelving units,95,Bookcase: 60x180 cm,IKEA of Sweden,24,180,60
80263832,BILLY,Bookcases & shelving units,95,Bookcase: 40x28x106 cm,Gillis Lundgren,28,106,40
49311492,JONAXEL,Bookcases & shelving units,95,Frame with clothes rail: 50x51x104 cm,IKEA of Sweden,51,104,50
20452618,BROR,Bookcases & shelving units,95,Shelf: 84x54 cm,IKEA of Sweden,54,No Record,84
30333842,BROR,Bookcases & shelving units,95,Shelf: 84x54 cm,IKEA of Sweden,54,No Record,84
30425988,KALLVIKEN,Bookcases & shelving units,95,Drawer front: 60x26 cm,IKEA of Sweden,No Record,26,60
359739,ROTHULT,Cabinets & cupboards,95,Smart lock,IKEA of Sweden,No Record,7,3
90350937,TEODORES,Chairs,95,Chair,David Wahl,54,80,46
59337670,LOBERGET / SIBBEN,Chairs,95,Children's desk chair,593.376.70 Height adjustable children's desk chair which you can swivel to the desired height.You sit comfortably since the chair is adjustable in height.May be completed with KOLON floor protector.This product has been tested for domestic use.Recommended for ages 7 – 12 years.,56,No Record,56
60384335,SAKARIAS,Chairs,95,Cover for chair with armrests,IKEA of Sweden/E Strandmark,No Record,No Record,No Record
70463582,SAKARIAS,Chairs,95,Cover for chair with armrests,IKEA of Sweden,No Record,No Record,No Record
10411421,TRANARÖ,Chairs,95,Stool/side table:  in/outdoor: 56x41x43 cm,Ola Wihlborg,41,43,56
90339902,BRORINGE,Chairs,95,Underframe,Mia Lagerman,50,45,52
90412718,SAKARIAS,Chairs,95,Cover for chair with armrests,IKEA of Sweden/E Strandmark,No Record,No Record,No Record
30339900,BRORINGE,Chairs,95,Underframe,Mia Lagerman,50,45,52
10288628,BRORINGE,Chairs,95,Underframe,Mia Lagerman,50,45,52
80226137,VÄDRA,Nursery furniture,95,Babycare mat: 48x74 cm,IKEA of Sweden,No Record,No Record,48
30465489,SMÅGÖRA,Nursery furniture,95,Shelf unit: 29x88 cm,IKEA of Sweden,25,88,29
10411143,KUDDARNA,Outdoor furniture,95,Seat/back cushion:  outdoor: 116x45 cm,IKEA of Sweden,No Record,No Record,45
20411133,KUDDARNA,Outdoor furniture,95,Seat/back cushion:  outdoor: 116x45 cm,IKEA of Sweden,No Record,No Record,45
40266682,BOSNÄS,Sofas & armchairs,95,Footstool with storage,IKEA of Sweden,No Record,36,36
